race_year_id,rank,runner,time,age,gender,nationality,time_in_seconds,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,age_group,time_in_hours
72496,95.0,ALGLAVE Daphne,29H 54M 38S,38,W,FRA,107678.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,29.910555555555554
72496,106.0,BASSAC Audrey,30H 33M 49S,34,W,FRA,110029.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,30.56361111111111
72496,108.0,BAZILCHUK Molly,30H 35M 44S,31,W,NOR,110144.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,30.595555555555556
72496,133.0,PEREZ Maria,31H 27M 19S,51,W,COL,113239.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,50-59,31.455277777777777
72496,156.0,HESLOP Claire,32H 12M 48S,40,W,CAN,115968.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,32.21333333333333
72496,158.0,ORAVAMAKI Maija,32H 15M 22S,47,W,FIN,116122.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,32.25611111111111
72496,166.0,VAN DEN BOOGAART Monique,32H 28M 35S,33,W,NED,116915.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,32.47638888888889
72496,181.0,MEEK Jo,33H 3M 0S,44,W,GBR,118980.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,33.05
72496,196.0,BANNWARTH Claire,33H 31M 55S,32,W,FRA,120715.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,33.53194444444444
72496,245.0,GUEDON Florence,34H 25M 44S,50,W,FRA,123944.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,34.42888888888889
72496,248.0,TRENTANI Laura,34H 27M 21S,47,W,ITA,124041.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,34.45583333333333
72496,302.0,MEYER Angela,35H 42M 10S,40,W,USA,128530.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,35.702777777777776
72496,304.0,PUTHOSTE Julie,35H 42M 37S,33,W,FRA,128557.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,35.710277777777776
72496,326.0,GEORGES Laurence,36H 11M 14S,53,W,FRA,130274.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,50-59,36.187222222222225
72496,329.0,PAZDA POZORSKA Malgorzata,36H 12M 44S,39,W,POL,130364.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,36.21222222222222
72496,352.0,RIABOVA Oksana,36H 44M 25S,33,W,UKR,132265.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,36.74027777777778
72496,392.0,POIREL Alicia,37H 16M 51S,47,W,FRA,134211.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,37.280833333333334
72496,425.0,ROZENBERG Sandrine,37H 46M 36S,50,W,BEL,135996.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,37.776666666666664
